#Localisations that are probably not used in-game anymore;;;;;;;;;;;;;;
#Kept as redundancy and in order to find misnamed/-spelled keys;;;;;;;;;;;;;;
#events;;;;;;;;;;;;;;
EVTOPTA43801;A tragedy!;Quelle tragédie !;Eine Tragödie!;Buscando la recompensa por cruzar Australia por el norte, Robert Burke y William Wills fueron capaces de llegar hasta el golfo de Carpentaria, sólo para encontrar la muerte en Cooper Creek durante el viaje de regreso. Su grupo de apoyo les había dado por perdidos y había abandonado Cooper Creek tan sólo 8 horas antes de su regreso.;Robert Burke e William Wills, alla ricerca della ricompensa per chi avrebbe attraversato l'Australia da nord a sud, sono riusciti ad arrivare fino al Golfo di Carpenteria, solo per morire a Coopers Creek durante il viaggio di ritorno. Alla base di partenza li avevano dati per dispersi e aveva lasciato Coopers Creek solo otto ore prima del loro ritorno.;;;;;;;;;
EVTNAME43802;A Federal Flag;Un drapeau fédéral;Föderationsfahne;;;;;;;;;;;
EVTDESC43802;The Federal government announced that the prize of 200 pounds would be shared among five citizens who submitted essentially identical designs to the national flag design competition. There were over 32,000 entries in all.;Le gouvernement fédéral a annoncé qu'une somme de deux cents livres serait partagée entre les cinq concurrents qui avaient soumis un dessin substantiellement identique pour le projet de drapeau national. Il y eut plus de 32 000 participants.;Die Föderationsregierung gab bekannt, dass die ausgeschriebene Belohnung des Wettbewerbs für die neue Nationalfahne unter fünf Bürgern aufgeteilt werde, die identische Entwürfe eingereicht hatten. Insgesamt gab es über 32.000 Vorschläge.;Una bandera federal;Una bandiera federale;;;;;;;;;
EVTOPTA43802;And isn't it a beaut!;Quelle merveille !;Ist sie nicht eine Schönheit?;El gobierno federal ha anunciado que el premio de 200 libras sería repartido entre cinco ciudadanos que habían presentado diseños fundamentalmente idénticos a la competición para diseñar la bandera nacional. En total hubo 32.000 participantes.;Il governo federale ha annunciato che il premio di 200 sterline sarà diviso tra i cinque cittadini che hanno sottoposto dei progetti fondamentalmente identici al concorso per la scelta di una bandiera nazionale. I partecipanti al concorso erano 32.000.;;;;;;;;;
EVTNAME43803;A. B. 'Banjo' Patterson;A. B. ""Banjo"" Patterson;A. B. 'Banjo' Patterson;¡Y qué preciosa es!;Che meraviglia!;;;;;;;;;
EVTDESC43803;Beginning with the publication of The Man From Snowy River,  Patterson's stories painted a fascinating portrait of the Australian outback," and his song Waltzing Matilda has almost become the national anthem.;Depuis ""L'homme de la rivière neigeuse"""," il a su décrire dans ses histoires un bush australien fascinant et sa chanson ""Waltzing Matilda"" est presque devenue l'hymne national.;Die nach der Veröffentlichung seines Werks 'The Man From Snowy River' erschienenen Geschichte schufen ein faszinierendes Bild vom australischen Outback. Sein Lied 'Waltzing Matilda' wurde quasi zur australischen Nationalhymne.;A.B. 'Banjo' Paterson;A. B. 'Banjo' Patterson;;;;;;;;;
EVTOPTA43803;Good onya, Patterson!;Bravo, Patterson !;Good on yer, Patterson!;Sus historias, desde la publicación de su obra 'El hombre del río de la nieve', han pintado un fascinante retrato del interior de Australia,y su canción 'Waltzing Matilda' casi se ha convertido en el himno nacional.;Le sue storie a partire dalla pubblicazione di 'L'uomo del fiume nevoso' hanno dipinto un affascinante ritratto dell'entroterra australiano. La sua canzone 'Waltzing Matilda' è quasi diventata l'inno nazionale.;;;;;;;;;
EVTNAME44000;Father Damien and the Lepers of Molokai;Le Père Damiaan et les lépreux de Molokai;Vater Damian und die Aussätzigen von Molokai;¡Buen trabajo, Paterson!;Bravo, Patterson!;;;;;;;;;
EVTDESC44000;With the opening of Hawaii to outside influence, new diseases arrived to plague the islands. Leprosy was among the scourges, and fearing the disease was highly communicable, a leper colony has been established on the island of Molokai to quarantine the victims. A Belgian missionary, Father Damien, has offered his services to oversee the colony and ensure its operation for the benefit of the victims.;;Nach der Öffnung Hawaiis für die Außenwelt wurden neue Krankheiten auf die Insel eingeschleppt. Zu diesen Leiden gehörte auch die Lepra, und da man eine hohe Ansteckungsgefahr der Krankheit befürchtete, richtete man auf der Insel Molokai ein Leprastation ein und stellte die Opfer dort unter Quarantäne. Vater Damian, ein belgischer Missionar, bot an, die Leprakolonie zu leiten und ihren Betrieb zum Wohle der Kranken zu gewährleisten.;;;;;;;;;;;
EVTOPTA44000;Appoint him to oversee the Molokai colony;Le nommer pour superviser la colonie de Molokai.;Ernennt ihn zum Leiter der Molokai-Kolonie.;;;;;;;;;;;
EVTNAME44116;The Second Great Awakening;Le Grand réveil religieux;The Second Great Awakening;;;;;;;;;;;
EVTDESC44116;By the mid-1830s a wave of religious zeal was sweeping across the USA. Driven by charismatic preachers who called for the faithful to return to the original teachings of the Bible and lead upstanding moral lives, the movement would spawn several new Protestant sects, lead to debates and schisms within established sects over points of theology and ritual, and reinforce the power and influence of Christian teachings among the lower and middle classes of the American people at a time when religious fervor in Europe was decreasing.;;Mitte der 1830er Jahre ging eine Welle des Religionseifers und religiöser Säuberungen durch die USA. Diese von charismatischen Predigern angeführte Bewegung forderte die Gläubigen auf, zur ursprünglichen Bibellehre zurückzukehren und moralisch erhabene Leben zu führen, rief mehrere neue protestantische Sekten ins Leben und führte zur Debatten und Spaltungen innerhalb etablierter Sekten über theologische und rituelle Problematiken. Eine weitere Konsequenz war die Stärkung der Macht und des Einflusses christlicher Lehren in der amerikanischen Mittel- und Unterschicht zu einer Zeit, da das religiöse Fieber in Europa bereits wieder nachließ.;;;;;;;;;;;
EVTOPTA44116;The spirit seizes the imagination.;L'esprit s'empare de l'imagination.;Der Geist bemächtigt sich der Vorstellungskraft.;;;;;;;;;;;
EVTNAME44117;Unitarianism in America;Unitarisme en Amérique;Unitarismus in Amerika;;;;;;;;;;;
EVTDESC44117;The rise of numerous sects within Protestant Christianity in the USA in the early 19th Century would create an environment for further theological specualtion. One of the most influential movements to arise from this would be American Unitarianism. Emphasizing the role of reason in understanding theology (and thus rejecting the concept of the Trinity) and the inherent goodness of humanity and its capability for improvement because of reason, Unitarianism would become very influential among middle and upper-class populations in the Northeastern USA and encourage several movements of social improvement, from public education to abolitionism.;;Der Aufstieg zahlreicher protestantischer Sekten in den USA im frühen neunzehnten Jahrhundert schuf die Rahmenbedingungen für weitere theologische Spekulationen. Eine der einflussreichsten Bewegungen war dabei der American Unitarianism. Diese Bewegung betonte die Rolle der Vernunft zum Verständnis der Theologie (und lehnte somit das Konzept der Dreifaltigkeit ab) sowie die angeborene Gütigkeit der Menschheit und ihre Fähigkeit zur Verbesserung aufgrund der Vernunft. Der Unitarismus erlangte in der Mittel- und Oberschicht der nordöstlichen USA großen Einfluss und regte mehrere Bewegungen zur sozialen Verbesserung an, die Themen von Bildung bis hin zur Sklavenbefreiung zum Inhalt hatten.;;;;;;;;;;;
EVTOPTA44117;Faith and reason can be reconciled to improve humanity.;Foi et raison peuvent harmonieusement cohabiter pour améliorer l'humanité.;Glaube und Vernunft können zur Verbesserung der Menschheit in Einklang gebracht werden.;;;;;;;;;;;
EVTNAME44118;The Benevolent Empire;L'Empire bienveillant;The Benevolent Empire;;;;;;;;;;;
EVTDESC44118;One direct impact of the religous revival in the USA in the early nineteenth century would be the explosion in the number of voluntary organizations organized to help improve society by tackling perceived social or moral problems in society, providing comfort to the less fortunate, or promoting self-help via education. Dubbed 'The Benevolent Empire' by historians, these organizations helped provide a community infrastructure for a society rapidly expanding in numbers and being transformed by new economic forces.;;Eine direkte Auswirkung des auflebenden Religionseifers in den USA Anfang des neunzehnten Jahrhunderts war die explosionsartige Gründung von Freiwilligenorganisationen zur Verbesserung der Gesellschaft durch die Bekämpfung vermeintlicher sozialer oder moralischer Probleme, die Unterstützung von Minderbemittelten oder die Förderung der Selbsthilfe durch Bildung. Diese von Historikern als 'The Benevolent Empire' bezeichneten Organisationen halfen beim Aufbau einer gemeinschaftlichen Infrastruktur für eine Gesellschaft, deren Kopfzahl schnell stieg und die von neuen Wirtschaftskräften verändert wurde.;;;;;;;;;;;
EVTOPTA44118;For the betterment of society.;Pour l'amélioration de la société.;Für die Verbesserung der Gesellschaft.;;;;;;;;;;;
EVTNAME44119;John Joseph Hughes;John Joseph Hughes;John Joseph Hughes;;;;;;;;;;;
EVTDESC44119;As Bishop (and later Archbishop) of New York from 1842 to 1864, Hughes would work tirelessly to integrate Roman Catholics, particularly newly-arrived immigrant Catholics, into the fabric of American society while at the same time ensuring that the institutions and assets of the Catholic Church remained firmly under the control of the Catholic hierarchy.;;Als Bischof (und später Erzbischof) New Yorks von 1842 bis 1864 arbeitete Hughes unermüdlich an der Integration römisch-katholischer Gläubiger, besonders katholischer Immigranten, in die amerikanische Gesellschaft, während er gleichzeitig sicherstellte, dass die Institutionen und das Vermögen der katholischen Kirche unter der Kontrolle der katholischen Hierarchie blieben.;;;;;;;;;;;
EVTOPTA44119;An extraordinary man.;Un homme extraordinaire.;Ein außerordentlicher Mann.;;;;;;;;;;;
EVTNAME44120;Moral Crusaders;Des croisés moraux;Moralische Kreuzzügler;;;;;;;;;;;
EVTDESC44120;One of the impacts of the religious revival in the USA in the early 19th Century would be sustained campaigns against perceived vices by those who believed they were doing God's work by attempting to stamp out such behavior. Saloons were often a favorite target of such crusaders, and on occasion saloons and their patrons would be physically attacked by zealots.;;Eine der Konsequenzen des auflebenden Religionseifers in den USA des frühen neunzehnten Jahrhunderts waren anhaltende Kampagnen gegen vermeintlichen Sünden durch jene, die daran glauben, durch die Ausmerzung solcher Verhaltensarten Gottes Werk zu vollführen. Diese moralischen Kreuzzügler hatten oft Saloons im Visier, und manchmal wurden deren Wirte und Gäste von den Glaubenseiferern sogar körperlich angegriffen.;;;;;;;;;;;
EVTOPTA44120;Wickedness must be stamped out.;La perversité doit être éradiquée.;Schlechtigkeit muss ausgemerzt werden.;;;;;;;;;;;
EVTNAME44121;The American Methodist Episcopal Church;Église épiscopale méthodiste américaine;Die American Methodist Episcopal Church;;;;;;;;;;;
EVTDESC44121;Established in 1816 as by African-American members of the Methodist community of Philadelphia, in the 1830s and 1840s the AME Church would rapidly expand its membership among both free and slave populations in the United States during the era of religious revival, providing a spiritual outlet for the African-American community completely under their own control and direction and a new platform for challenging the continued practice of slavery in the Union.;;Die American Methodist Episcopal Church wurde im Jahr 1816 von afroamerikanischen Mitgliedern der Methodistengemeinde von Philadelphia gegründet. In den 1830er und 1840er Jahren bekam die Kirche in den USA während der Ära des wiederauflebenden Religionseifers aus den Reihen freier Bürger wie Sklavenbevölkerungen rasch viele neue Mitglieder und bot der afroamerikanischen Gemeinde eine spirituelle Ausdrucksmöglichkeit, die komplett unter ihrer eigenen Kontrolle und Führung stand. Außerdem bot sie eine neue Plattform zur Herausforderung der fortwährenden Sklaverei in der Union. ;;;;;;;;;;;
EVTOPTA44121;God our Father, Christ our Redemeer, Man our Brother;Dieu notre père, Christ notre rédempteur, Homme notre frère;Gott ist unser Vater, Jesus Christus unser Erlöser, der Mensch unser Bruder.;;;;;;;;;;;
EVTNAME44300;The Pacific Scandal;Le scandale du Pacific;Der Pacific-Skandal;;;;;;;;;;;
EVTDESC44300;After the Conservative administration had been voted into majority in Parliament in 1872, charges were levied against John A. Macdonald of the most serious nature. Macdonald’s pet project had been the trans-continental railway, and the Liberal administration charged that Sir Hugh Allan had given him campaign funds in exchange for a guaranteed contract with his company, Canadian Pacific. Despite Macdonald’s claims of innocence, he was forced to resign as Prime Minister. Donald A. Smith’s lack of confidence in Macdonald only further contributed to the decline of the party’s popularity;;Nachdem die Konservativen in den Parlamentswahlen von 1872 die Mehrheit der Stimmen erringen konnten, erhoben sie schärfste Anklagen gegen John A. Macdonald. Macdonalds Lieblingsprojekts war die transkontinentale Eisenbahn gewesen und die Liberalen beschuldigten ihn, dass ihm Sir Hugh Allan Firmenfonds als Ausgleich für eine Vertragsgarantie für sein Unternehmen Canadian Pacific gegeben hätte. Obwohl Macdonald seine Unschuld beteuerte, trat er als Premierminister zurück. Durch das mangelnde Vertrauen von Donald A. Smith in Macdonald wurde die Unbeliebtheit der Partei nur noch verstärkt.;El escándalo Pacific;Lo scandalo del Pacifico;;;;;;;;;
EVTOPTA44300;Macdonald must resign!;Macdonald doit démissionner !;Macdonald muss zurücktreten!;Después de que la administración conservadora consiguiese la mayoría en las elecciones al parlamento de 1871, se presentaron muy serias acusaciones contra John A. Macdonald. El proyecto favorito de John A. Macdonald era el ferrocarril transcontinental, y la administración liberal le acusaba de que Sir Hugh Allan había donado fondos para su campaña a cambio de un contrato garantizado con su compañía, la Canadian Pacific. Pese a sus protestas de inocencia, Macdonald se vio obligado a dimitir como primer ministro. La falta de confianza de Donald A. Smith en Macdonald sólo sirvió para impulsar el declive de la popularidad del partido.;Dopo che nel 1872 l'amministrazione conservatrice aveva ottenuto la maggioranza in parlamento, John A Macdonald fu accusato di crimini estremamente gravi. Il progetto a cui egli teneva di più era quello della ferrovia transcontinentale, e l'amministrazione liberale lo stava accusando di avere ricevuto da Sir Hugh Allan dei fondi per la sua campagna elettorale in cambio della garanzia di affidare l'appalto alla sua azienda, la Canadian Pacific. Macdonald si dichiarò innocente, ma si dimise comunque da primo ministro. La mancanza di fiducia di Donald A. Smith in Macdonald contribuì ulteriormente al declino della popolarità del suo partito.;;;;;;;;;
EVTOPTB44300;No, Macdonald will continue as Prime Minister!;Non, Macdonald doit rester Premier ministre !;Nein, Macdonald bleibt Premierminister!;¡Macdonald debe dimitir!;Macdonald deve dimettersi!;;;;;;;;;
EVTNAME44301;Louis Riel and the 1st Métis Rebellion;Louis Riel et la première révolte métisse;Louis Riel und die erste Métis-Rebellion;¡No, Macdonald seguirá siendo primer ministro!;No, Macdonald resterà primo ministro!;;;;;;;;;
EVTDESC44301;The Métis people were a group of small communities of French-Indian blood in the Manitoba region who had hopes of self-government. Unfortunately their dreams were shattered when the Hudson's Bay land, which they were a part of, were given to Canada without their consent. In protest the Métis people, led by Louis Riel, revolted. Louis Riel was a highly religious man, who had studied for the clergy in his earlier life. He fought for the Métis people and became a hero in the eyes of Manitobans. Louis bargained with the Canadian government for Manitoba's entry into Confederation. Canadian delegates guaranteed the rights of the people would be respected. Thus, Manitoba, the postage-stamp province, was born.;;Die Métis waren eine kleine Gruppe französisch-indianischer Mischlinge in der Manitoba-Region, die sich Hoffnungen auf Selbstverwaltung machten. Unglücklicherweise wurden diese Träume zerstört, als das Gebiet um die Hudson Bay ohne ihre Zustimmung an Kanada abgetreten wurde. Unter der Führung von Louis Riel erhoben sich die Métis dagegen. Louis Riel war ein tief religiöser Mann, der sich in seiner Jugend auf das Priesteramt vorbereitet hatte. Er kämpfte für die Métis und wurde dadurch in den Augen vieler Einwohner Manitobas zum Helden. Er verhandelte mit der kanadischen Regierung über einen Eintritt Manitobas in die Föderation. Die kanadischen Delegierten garantierten, die Respektierung der Rechte der Métis. Dies war die Geburtsstunde der Briefmarkenprovinz Manitoba.;Louis Riel y la primera rebelión de los mestizos;Louis Riel e la prima rivolta meticcia;;;;;;;;;
EVTOPTA44301;Listen to the Métis demands;Écouter les revendications des métis;Forderungen der Métis anhören;Los mestizos eran una agrupación de pequeñas comunidades de ascendencia mixta francesa e india de la región de Manitoba que tenían esperanzas de autogobierno. Por desgracia, sus sueños se vinieron abajo cuando el territorio de la Bahía de Hudson del que formaban parte fue entregado a Canadá sin su consentimiento. Como protesta, los mestizos se sublevaron al mando de Louis Riel. Louis Riel era un hombre profundamente religioso que estudió para sacerdote en su juventud. Luchó por los mestizos y fue considerado un héroe a ojos de la gente de Manitoba. Louis negoció con el gobierno canadiense el ingreso de Manitoba en la confederación. Los delegados canadienses aseguraron que se respetarían los derechos de la gente. De este modo nació la provincia de Manitoba.;La popolazione meticcia era un gruppo di piccole comunità di origine francoindiana della regione del Manitoba che voleva arrivare all'autogoverno. Purtroppo i loro sogni si infransero quando la regione della baia dell'Hudson, di cui facevano parte, venne data al Canada senza il loro consenso. I meticci, guidati da Louis Riel, si ribellarono. Riel era un uomo molto religioso che aveva studiato per diventare sacerdote. Combatté per il popolo meticcio e agli occhi dei Manitoba divenne un eroe. Trattò con il governo canadese per l'entrata dei Manitoba nella Confederazione. I delegati canadesi gli assicurarono che i diritti del suo popolo sarebbero stati rispettati. Nacque così il Manitoba, la 'regione-francobollo'.;;;;;;;;;
EVTOPTB44301;Ignore the Métis demands;Ignorer les revendications des métis;Forderungen der Métis ignorieren;Escuchar las peticiones de los mestizos;Ascoltiamo le rivendicazioni dei Manitoba;;;;;;;;;
EVTNAME44302;The Northwest Rebellion;La révolte du Nord-ouest;Rebellion im Nordwesten;Ignorar las peticiones de los mestizos;Ignoriamo le richieste dei Manitoba;;;;;;;;;
EVTDESC44302;Although the Canadian government promised to respect the rights of the Métis, it did not appear todo so. Métis petitions for recognition of their land-holdings and institutions went unheeded. The Métis also became increasingly upset with the growing numbers of settlers from the east, invading their territories. In early 1885, the situation came to a head when the Métis once again took up arms in revolt. Adopting the Revolutionary Bill of Rights, the Métis established their own government and independence from Canada. Canadian troops came and crushed the rebellion. Louis Riel was tried and executed. The Métis would not be recognized officially as a people until a hundred years later.;;Obwohl die kanadische Regierung versprochen hatte, die Rechte der Métis zu respektieren, schien dies nicht den Tatsachen zu entsprechen. Die Petitionen der Métis für die Anerkennung ihres Grundbesitzes wurden nicht beachtet. Die Métis wurde zudem durch die steigende Zahl von Siedlern beunruhigt, die in ihr Territorium einfielen. Anfang 1885 eskalierte die Situation, als sich die Métis erneut in einem bewaffneten Aufstand erhoben. Sie übernahmen die revolutionäre 'Bill of Rights', errichten eine eigene Regierung und erklärten ihre Unabhängigkeit von Kanada. Die Rebellion wurde schließlich von kanadischen Truppen niedergeschlagen. Louis Riel wurde vor Gericht gestellt und hingerichtet. Es sollte weitere hundert Jahre dauern, bis die Métis offiziell als Volk anerkannt wurden.;La rebelión del noroeste;La rivolta del Nordovest;;;;;;;;;
EVTOPTA44302;The Métis are up in arms;Les métis ont pris les armes;Die Métis haben sich bewaffnet;Aunque el gobierno canadiense prometió respetar los derechos de los mestizos, no parece que fuera así. Las peticiones de los mestizos de que sus posesiones e instituciones fuesen reconocidas se desoyeron. Los mestizos también se sentían cada vez más disgustados ante la invasión de sus territorios por un creciente número de colonos procedentes del este. A principios de 1885, la situación estalló cuando los mestizos volvieron a tomar las armas y se rebelaron. Adoptando el 'Proyecto de ley revolucionario', los mestizos establecieron su propio gobierno, independizándose de Canadá. La rebelión fue aplastada por las tropas canadienses. Louis Riel fue juzgado y ejecutado. Los mestizos tardarían cien años en ser reconocidos oficialmente como pueblo.;Nonostante il governo canadese avesse promesso di rispettare i diritti dei meticci, le cose sembrarono andare diversamente. Le petizioni dei meticci per il riconscimento delle loro proprietà terriere e delle loro istituzioni restarono inascoltate. I meticci erano inoltre sempre più irritati dal crescente numero di coloni giunti dall'est che invadevano i loro territori. All'inizio del 1885 la situazione esplose quando i meticci si ribellarono e presero nuovamente la armi. Adottando la 'Carta rivoluzionaria dei diritti', i meticci crearono un proprio governo e dichiararono l'indipendenza dal Canada. Le truppe canadesi schiacciarono la loro rivolta. Louis Riel venne processato e giustiziato. I meticci non si sarebbero più organizzati ufficialmente come popolo per un altro secolo.;;;;;;;;;
EVTNAME45000;Dominican Republic to Join the United States?;La République dominicaine va-t-elle être rattachée aux États-Unis;Dominikanische Republik zu den USA?;Los mestizos están furiosos;I meticci hanno preso le armi;;;;;;;;;
EVTDESC45000;President Baez has sent negotiators to explore the possibility of annexation of the Dominican Republic to the United States. Effectively it would give up independence.;Le Président Baez a envoyé des négociateurs pour étudier la possibilité d'une annexion de la République dominicaine par les États-Unis, ce qui équivaut à renoncer à l'indépendance.;Präsident Baez hat Unterhändler in die USA geschickt, um die Möglichkeit der Annexion der Dominikanischen Republik durch die Amerikaner zu diskutieren. Dies kommt dem Ende unserer Unabhängigkeit gleich.;Posible ingreso de la República Dominicana en los Estados Unidos;La Repubblica dominicana deve essere annessa agli Stati Uniti?;;;;;;;;;
EVTOPTA45000;Seek Annexation;Rechercher l'annexion;Annexion befürworten;El presidente Báez ha enviado negociadores a investigar la posibilidad de la anexión de la República Dominicana por parte de los Estados Unidos. Renunciando de facto a tu independencia.;Il presidente Baez ha inviato dei negoziatori a esplorare la possibilità di un'annessione della Repubblica dominicana agli Stati Uniti con una conseguente rinuncia all'indipendenza.;;;;;;;;;
EVTOPTB45000;We shall stay independent!;Nous resterons indépendants !;Wir sollten unabhängig bleiben!;Solicitar la anexión;Lavoriamo per l'annessione;;;;;;;;;
EVTNAME45001;Britain Intercedes;Entremise britannique;Großbritannien interveniert;¡Intentaremos mantener la independencia!;Resteremo indipendenti!;;;;;;;;;
EVTDESC45001;The Dominican Republic is seeking annexation by the United States.;La République dominicaine souhaite être rattachée aux États-Unis;Die Dominikanische Republik sucht amerikanische Annexion.;Intercesión de Gran Bretaña;Intercessione britannica;;;;;;;;;
EVTOPTA45001;We have commercial interests to protect.;Nous devons protéger nos intérêts commerciaux;Wir haben Geschäftsinteressen zu schützen.;La República Dominicana busca su anexión por los Estados Unidos.;La Repubblica dominicana desidera l'annessione agli Stati Uniti.;;;;;;;;;
EVTOPTB45001;Let them have it.;Qu'ils obtiennent ce qu'ils veulent;Sie können die Dominikanische Republik haben.;Tenemos que proteger nuestros intereses comerciales.;Abbiamo degli interessi commerciali da proteggere.;;;;;;;;;
EVTNAME45002;Do We Want to Incorporate the Dominican Republic?;Souhaitons-nous l'incorporation de la République dominicaine;Wollen wird die Dominikanische Republik aufnehmen?;Que se la queden.;Che abbiano ciò che vogliono.;;;;;;;;;
EVTDESC45002;Representatives of the Dominican Republic have offered annexation, and suggested joining our union as a state!;Des représentants de la République dominicaine ont proposé une annexion, ils veulent se joindre à nous !;Vertreter der Dominikanischen Republik haben uns ihre Annexion angeboten. Die Dominikanische Republik möchte zu einem unserer Unionsstaaten werden.;¿Queremos incorporar a la República Dominicana?;Vogliamo annetterci la Repubblica dominicana?;;;;;;;;;
EVTOPTA45002;The Caribbean is our Destiny;Les Caraïbes sont notre destin;Die Karibik ist unsere Bestimmung.;¡Unos representantes de la República Dominicana han ofrecido su anexión y quieren convertirse en un estado de nuestra Unión!;I rappresentanti della Repubblica dominicana hanno offerto la loro annessione: vogliono unirsi a noi!;;;;;;;;;
EVTOPTB45002;We have no interest in that area.;Nous n'avons aucun intérêt dans cette zone.;An diesem Gebiet haben wir kein Interesse.;;;;;;;;;;;
EVTNAME45003;Dominican Republic to Join France?;La République dominicaine va-t-elle être rattachée à la France;Dominikanische Republik zu Frankreich?;;;;;;;;;;;
EVTDESC45003;President Baez has sent negotiators to explore the possibility of annexation of the Dominican Republic to France. Effectively it would give up independence.;Le Président Baez a envoyé des négociateurs pour étudier la possibilité d'une annexion de la République dominicaine par les États-Unis, ce qui équivaut à renoncer à l'indépendance.;Präsident Baez hat Unterhändler nach Frankreich geschickt, um die Möglichkeit der Annexion der Dominikanischen Republik durch die Franzosen zu diskutieren. Dies kommt dem Ende unserer Unabhängigkeit gleich.;Posible unión de la República Dominicana con Francia;La Repubblica dominicana sarà annessa dalla Francia?;;;;;;;;;
EVTNAME45004;Britain Steps In;La Grande-Bretagne intervient;Großbritannien schreitet ein;El presidente Báez ha enviado negociadores a investigar la posibilidad de la anexión de la República Dominicana por parte de Francia. Renunciando de facto a tu independencia.;Il presidente Baez ha inviato dei negoziatori a esplorare la possibilità di un'annessione della Repubblica dominicana alla Francia con una conseguente rinuncia all'indipendenza.;;;;;;;;;
EVTDESC45004;The Dominican Republic is seeking annexation by France.;La République dominicaine souhaite être rattachée à la France;Die Dominikanische Republik sucht französische Annexion.;Gran Bretaña interviene;Intervento britannico;;;;;;;;;
EVTNAME45005;Dominican Republic Annexed to France?;La France va-t-elle annexer la République dominicaine;Annexion der Dominikanischen Republik durch Frankreich?;La República Dominicana busca su anexión a Francia.;La repubblica dominicana desidera l'annessione alla Francia.;;;;;;;;;
EVTDESC45005;Representatives of the Dominican Republic have made us the offer of annexing their nation.;Des représentants de la République dominicaine nous ont proposé une annexion.;Vertreter der Dominikanischen Republik haben uns ihre Annexion angeboten.;¿Se ha anexionado Francia la República Dominicana?;La Repubblica dominicana sarà annessa dalla Francia?;;;;;;;;;
EVTOPTA45005;It's a natural part of France!;Elle fait naturellement partie de la France !;Sie ist ein natürlicher Bestandteil Frankreichs!;Representantes de la República Dominicana nos han ofrecido anexionarnos su nación.;I rappresentanti della Repubblica dominicana ci hanno offerto la loro annessione.;;;;;;;;;
EVTOPTB45005;Why would we need that island...;Que ferions-nous de cette île...;Was sollten wir mit diesem Inselchen schon anfangen?;¡Es una parte natural de Francia!;È una parte naturale della Francia!;;;;;;;;;
EVTNAME45006;President Heureaux Assassinated;Le Président Heureaux a été assassiné;Präside  nt Heureaux ermordet;¿Para qué íbamos a necesitar esa isla...?;Cosa ce ne faremmo di quell'isola?;;;;;;;;;
EVTDESC45006;After a decade of general stability, the assassination of President Ulises Heureaux revealed that the many deals he made with foreign banks has left the country bankrupt.;Après dix ans de stabilité générale, l'assassinat du Président Ulises Heureaux a révélé que les nombreux accords qu'il avait conclus avec les banques étrangères ont causé la ruine du pays.;Nach einem Jahrzehnt allgemeiner Stabilität wurde durch die Ermordung von Ulises Heureaux aufgedeckt, dass das Land durch die vielen Geheimverträge des Ermordeten mit ausländischen Banken in den Ruin gestürzt worden ist.;Asesinado el presidente Heureaux;L'assassinio del presidente Heureaux;;;;;;;;;
EVTOPTA45006;A tragedy!;Quelle tragédie !;Eine Tragödie!;Tras una década de estabilidad generalizada, el asesinato del presidente Ulises Heureaux ha revelado que la gran cantidad de acuerdos a los que llegó con bancos extranjeros han dejado al país en bancarrota.;Dopo un decennio di stabilità generale, l'assassinio del presidente Ulises Heureaux ha rivelato che i molti accordi da lui stipulati con banche straniere hanno lasciato il paese in rovina.;;;;;;;;;
EVTNAME46300;O Navio Negreiro;O Navio Negreiro;O Navio Negreiro;;;;;;;;;;;
EVTDESC46300;Antonio de Castro Alves published O Navio Negreiro," and soon earned the sobriquet of poet of the slaves. His work was influential for the abolition of slavery in Brazil.;Antonio de Castro Alves publie ""O Navio Negreiro"" et se voit bientôt attribuer le sobriquet de ""poète des esclaves"". Son œuvre aura une influence sur l'abolition de l'esclavage au Brésil.;Antonio de Castro Alves veröffentlicht das Buch 'O Navio Negreiro' und erhält dafür schon bald den Spitznamen 'Dichter der Sklaven'. Sein Werk hat großen Einfluss auf die Abschaffung der Sklaverei in Brasilien.;O Navio Negreiro;O Navio Negreiro;;;;;;;;;
EVTOPTA46300;Dangerous Ideas Afloat!;De dangereuses idées circulent !;Gefährliche Ideen im Anmarsch!;Antonio Castro Alves publica 'O navío negreiro' y pronto se gana el apodo de 'poeta de los esclavos'. Su obra tiene gran influencia sobre la abolición de la esclavitud en Brasil.;Antonio de Castro Alves pubblica 'O Navio Negreiro', e si guadagna il soprannome di 'poeta degli schiavi'. La sua opera influenzerà l'abolizione deglla schiavitù in Brasile.;;;;;;;;;
EVTNAME46301;O Jogo bonito, the beautiful game;O jogo bonito, le jeu fantastique;O Jogo bonito, das schöne Spiel;;;;;;;;;;;
